name,establishment,city,locality,latitude,longitude,cuisines,average_cost_for_two,highlights,aggregate_rating
Cream Centre,Casual Dining,Chennai,RA Puram,13.02684722,80.25503609,"North Indian, Italian, Mexican",1600,"Cash, No Alcohol Available, Dinner, Credit Card, Delivery, Lunch, Debit Card, Indoor Seating, Wheelchair Accessible, Pure Veg, Table booking not available, Air Conditioned, Serves Jain Food",4.3
The Waterfall Restaurant,Casual Dining,Chennai,Vadapalani,13.05459634,80.20573776,"Andhra, Chinese, North Indian, South Indian",800,"No Alcohol Available, Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Free Parking, Live Music, Air Conditioned, Disabled Friendly, Private Dining Area Available, Valet Parking Available, Indoor Seating, Table reservation required, Kid Friendly, Wheelchair Accessible",4.1
VB Signature - Progressive Veg Restaurant,Casual Dining,Chennai,Nungambakkam,13.06171702,80.24563294,"North Indian, South Indian, Chinese, Asian",1000,"Cash, Delivery, Credit Card, Breakfast, Lunch, Debit Card, Dinner, Takeaway Available, No Alcohol Available, Pure Veg, Table booking recommended, Air Conditioned, Indoor Seating, Live Sports Screening, Valet Parking Available, Digital Payments Accepted",4.6
Royal Sandwich Shop,Quick Bites,Chennai,Alwarpet,13.03300054,80.25290575,"Sandwich, Fast Food",200,"Cash, Lunch, Dinner, Debit Card, Delivery, No Alcohol Available, Credit Card, Takeaway Available, Digital Payments Accepted, Indoor Seating, Halal",4.4
Mamagoto,Casual Dining,Chennai,Nungambakkam,13.06058077,80.2506946,"Japanese, Salad, Vietnamese, Malaysian",2000,"Lunch, Cash, Delivery, Credit Card, No Alcohol Available, Dinner, Takeaway Available, Debit Card, Indoor Seating, Table reservation required, Air Conditioned, Wifi",4.6
Mainland China,Casual Dining,Chennai,"Phoenix Market City, Velachery",12.9908353,80.2171633,"Chinese, Asian, Sushi, Japanese, Thai",1800,"Lunch, Mall Parking, Delivery, Credit Card, Dinner, Cash, Takeaway Available, Debit Card, Valet Parking Available, Table booking recommended, Indoor Seating, Air Conditioned",4.7
27 Culinary Street,Casual Dining,Chennai,Mylapore,13.04403777,80.26773535,"Chinese, South Indian, North Indian, Mongolian",1300,"Lunch, Delivery, Credit Card, Debit Card, Dinner, Cash, Takeaway Available, Valet Parking Available, Table booking recommended, Air Conditioned, Sneakpeek, Indoor Seating, Digital Payments Accepted, Kid Friendly, Buffet",4.4
Big Bang Theory - Bar & Kitchen,Bar,Chennai,Kodambakkam,13.04670105,80.21869786,"American, Continental",1500,"Takeaway Available, Dinner, Debit Card, Serves Alcohol, Lunch, Cash, Credit Card, Live Entertainment, Nightlife, Fullbar, Indoor Seating, Restricted Entry, Resto Bar, Smoking Area, DJ, Live Sports Screening, Valet Parking Available, Live Music, Table booking recommended, Air Conditioned",4.1
Bombay Brasserie,Casual Dining,Chennai,Adyar,13.00676738,80.25639731,"North Indian, Maharashtrian, Modern Indian",1500,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Table reservation required",4.3
Brick House Bistro,Casual Dining,Chennai,Anna Nagar East,13.09046379,80.21573704,"American, Pizza, Continental, Sandwich, Beverages, Burger",900,"Cash, Lunch, Credit Card, Dinner, Takeaway Available, Delivery, No Alcohol Available, Debit Card, Table Reservation Not Required, Air Conditioned, Digital Payments Accepted, Indoor Seating, Kid Friendly, Outdoor Seating",3.8
Zaitoon,Casual Dining,Chennai,Anna Nagar East,13.08330705,80.22556566,"North Indian, Arabian, Chinese",900,"Cash, Lunch, Takeaway Available, Credit Card, Delivery, No Alcohol Available, Dinner, Debit Card, Valet Parking Available, Air Conditioned, Halal, Table booking recommended, Card Upon Delivery, Kid Friendly, Sports TV, Free Parking, Indoor Seating, Catering Available, Live Sports Screening, Table reservation required, Table booking for Groups",4
Madras Pavilion - ITC Grand Chola,Fine Dining,Chennai,"ITC Grand Chola, Guindy",13.01162008,80.22010099,"North Indian, Chinese, Continental, Desserts",4000,"Breakfast, Debit Card, Dinner, Cash, Credit Card, Valet Parking Available, Indoor Seating, 4/5 Star, Air Conditioned, Luxury Dining, Wifi, Fullbar, Table booking recommended, Wheelchair Accessible, Brunch, Desserts and Bakes",4.5
Arab Street,Casual Dining,Chennai,Ashok Nagar,13.04535308,80.2183314,"Arabian, Biryani, Chinese, North Indian, Italian",800,"No Alcohol Available, Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Valet Parking Available, Air Conditioned, Indoor Seating, Table reservation required",4
Dindigul Thalappakatti,Casual Dining,Chennai,Velachery,12.97739339,80.21925442,"South Indian, Biryani, Chinese, North Indian",800,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Indoor Seating, Table booking recommended, Catering Available, Air Conditioned",3.9
Waf O'Bel,Dessert Parlour,Chennai,Chetpet,13.07027579,80.2385737,"Desserts, Beverages",400,"Lunch, Delivery, Debit Card, Dinner, Cash, Takeaway Available, Credit Card, Free Parking, Air Conditioned, Pure Veg, Group Meal, Indoor Seating, Desserts and Bakes",4.6
Sapthagiri Tiffin Centre,Quick Bites,Chennai,T. Nagar,13.04004213,80.23615099,"South Indian, Chinese",200,"Dinner, Delivery, Lunch, Cash, Takeaway Available, Breakfast, Free Parking, Indoor Seating, Pure Veg, Outdoor Seating",4.2
Coco Jaunt 1728,Cafe,Chennai,Anna Nagar East,13.09020515,80.21746606,"Cafe, Fast Food",700,"Lunch, Takeaway Available, Breakfast, No Alcohol Available, Dinner, Cash, Delivery, Credit Card, Debit Card, Indoor Seating, Table booking recommended, Air Conditioned, Wifi, Desserts and Bakes, Digital Payments Accepted",4.1
Dhe Puttu,Casual Dining,Kochi,Edappally,10.02068333,76.31063056,Kerala,600,"Cash, Takeaway Available, No Alcohol Available, Dinner, Credit Card, Delivery, Lunch, Indoor Seating, Table booking recommended",4.4
Honey Spice,Casual Dining,Chennai,GST Road,12.87075703,80.07666014,South Indian,500,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Live Sports Screening, Indoor Seating, Air Conditioned, Valet Parking Available, Table booking recommended",3.9
Cream Stone,Dessert Parlour,Chennai,Alwarpet,13.0411481,80.25847837,"Desserts, Ice Cream",350,"Delivery, Debit Card, Cash, Takeaway Available, Credit Card, Indoor Seating, Air Conditioned, Pure Veg, Digital Payments Accepted, Desserts and Bakes",4.4
Sangeetha Veg Restaurant,Casual Dining,Chennai,Adyar,13.00707413,80.25007032,"North Indian, Chinese",500,"Cash, Breakfast, Credit Card, No Alcohol Available, Debit Card, Delivery, Lunch, Takeaway Available, Dinner, Air Conditioned, Table reservation required, Catering Available, Digital Payments Accepted, Valet Parking Available, Pure Veg, Indoor Seating, Serves Jain Food",4.1
Orange Wok,Casual Dining,Chennai,Velachery,12.98726907,80.21849401,"Asian, Momos, Beverages",1000,"Lunch, Cash, Takeaway Available, Debit Card, Dinner, Delivery, Credit Card, Free Parking, Table booking recommended, Indoor Seating, Air Conditioned",4.2
Food @ Finger,Quick Bites,Chennai,Anna Nagar West,13.08743196,80.19311763,"North Indian, Chinese, BBQ, North Eastern",700,"Lunch, Takeaway Available, Cash, Dinner, Credit Card, No Alcohol Available, Debit Card, Delivery, Indoor Seating, Air Conditioned, Digital Payments Accepted, Outdoor Seating, Halal, Free Parking",3.8
Fazari,Casual Dining,Chennai,Chromepet,12.9533563,80.13953447,Arabian,750,"No Alcohol Available, Dinner, Delivery, Credit Card, Debit Card, Lunch, Cash, Takeaway Available, Valet Parking Available, Air Conditioned, Indoor Seating, Table booking recommended, Digital Payments Accepted",4
Krishnavillasam - The Home Of Classics,Casual Dining,Chennai,Nungambakkam,13.06366519,80.24784945,"South Indian, North Indian, Chinese, Kerala",850,"Dinner, Debit Card, Breakfast, Credit Card, No Alcohol Available, Cash, Delivery, Lunch, Wheelchair Accessible, Table booking recommended, Valet Parking Available, Indoor Seating, Pure Veg, Air Conditioned, Digital Payments Accepted",3.6
East Coast at Madras Square,Casual Dining,Chennai,Neelangarai,12.95591829,80.25891859,"European, Continental, Italian, North Indian",1000,"Cash, Debit Card, Dinner, Takeaway Available, Credit Card, Lunch, Serves Alcohol, Table booking recommended, Free Parking, Live Sports Screening, Outdoor Seating, Wine, Serves Cocktails, Kid Friendly, Wifi, Sports TV, Resto Bar, Indoor Seating, Fullbar, Beer, Air Conditioned, Smoking Area, Free Wifi",4.5
Shree Mithai,Sweet Shop,Chennai,Anna Nagar East,13.08209089,80.21197557,"Mithai, Street Food, Fast Food",300,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Free Parking, Pre-Ordering Required, Air Conditioned, Pure Veg, Desserts and Bakes, Indoor Seating, Serves Jain Food",4.4
Villa Shanti,Casual Dining,Puducherry,"Villa Shanti, White Town",11.929698,79.833191,Continental,1500,"Takeaway Available, Serves Alcohol, Credit Card, Lunch, Dinner, Table booking recommended, Fullbar, Air Conditioned, Indoor Seating",4.4
Jalpaan,Casual Dining,Chennai,Adyar,13.00619309,80.25424853,"North Indian, Italian",1200,"No Alcohol Available, Dinner, Takeaway Available, Credit Card, Debit Card, Lunch, Cash, Delivery, Serves Jain Food, Buffet, Valet Parking Available, Air Conditioned, Wifi, Indoor Seating, Table booking recommended, Pure Veg",3.8
Hotel Paramount,Casual Dining,Chennai,Kilpauk,13.08121828,80.2477492,"North Indian, Chinese, Seafood, South Indian, Biryani",500,"Breakfast, Debit Card, No Alcohol Available, Delivery, Cash, Lunch, Credit Card, Dinner, Takeaway Available, Indoor Seating, Air Conditioned, Table booking not available, Catering Available, Halal, Digital Payments Accepted",4.1
Barbeque Nation,Casual Dining,Kochi,Kacheripady,9.982933,76.282294,"European, North Indian, Mediterranean, American",1500,"Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Lunch, Air Conditioned, Table booking recommended, Indoor Seating, Buffet",4.9
Hub at ECR,Casual Dining,Chennai,East Coast Road (ECR),12.93495501,80.25215976,"Continental, North Indian, Italian, Pizza, Kebab",2000,"Lunch, Serves Alcohol, Delivery, Credit Card, Dinner, Cash, Takeaway Available, Debit Card, DJ, Live Entertainment, Valet Parking Available, Beer, Indoor Seating, Restricted Entry, Kid Friendly, Disabled Friendly, Wheelchair Accessible, Desserts and Bakes, Free Parking, Live Sports Screening, Fullbar, Live Music, Serves Cocktails, Table booking recommended, Air Conditioned, Resto Bar, Wifi, Group Meal",4.4
The Moon And Sixpence - Hablis Hotel,Bar,Chennai,"Hablis Hotel, Guindy",13.00753506,80.20831939,"Irish, Finger Food",2500,"Lunch, Dinner, Cash, Debit Card, Credit Card, Nightlife, Valet Parking Available, Fullbar, Smoking Area, Air Conditioned, 4/5 Star, Indoor Seating, Table booking recommended, Wheelchair Accessible, Luxury Dining, Beer, Live Music, Live Sports Screening",4.4
KFC,Quick Bites,Chennai,Thuraipakkam,12.93470602,80.23403004,"Burger, Fast Food",500,"Dinner, Lunch, Debit Card, Cash, Credit Card, Takeaway Available, No Alcohol Available, Delivery, Card Upon Delivery, Wifi, Indoor Seating, Digital Payments Accepted, Free Parking, Air Conditioned, Halal",3.1
Sree Akshayam,Casual Dining,Chennai,Anna Nagar East,13.08218102,80.2087757,"South Indian, North Indian, Chinese",700,"Dinner, Cash, Delivery, No Alcohol Available, Lunch, Debit Card, Credit Card, Takeaway Available, Breakfast, Table Reservation Not Required, Indoor Seating, Pure Veg, Air Conditioned",4.1
Shaack,Casual Dining,Chennai,Anna Nagar East,13.08459374,80.22292368,"Asian, Continental, Italian, Chinese, South Indian, Momos, Desserts, North Indian",900,"Cash, Debit Card, Takeaway Available, Dinner, Credit Card, Delivery, No Alcohol Available, Lunch, Air Conditioned, Indoor Seating, Table booking recommended, Free Parking",4
Crisp Cafe,Cafe,Chennai,Nungambakkam,13.06488372,80.23915675,"Cafe, Fast Food",1000,"Cash, Breakfast, Credit Card, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Dinner, Air Conditioned, Table reservation required, Indoor Seating",4.1
The Flying Elephant - Park Hyatt,Fine Dining,Chennai,"Park Hyatt, Guindy",13.01095008,80.22331662,"Turkish, Continental, Italian, North Indian, Asian, Thai, Salad",3500,"Cash, Lunch, Debit Card, Credit Card, Dinner, Live Music, Valet Parking Available, Indoor Seating, Luxury Dining, Wheelchair Accessible, Brunch, Seaside, 4/5 Star, Outdoor Seating, Air Conditioned, Smoking Area, Wifi, Live Sports Screening, Fullbar, Table booking recommended",4.4
Zuka,Bakery,Puducherry,MG Road,11.92982738,79.83019866,"Desserts, Bakery",300,"Credit Card, Cash, Takeaway Available, Debit Card, Indoor Seating, Air Conditioned, Desserts and Bakes",4.8
Faruuzi Multi - Cuisine,Casual Dining,Chennai,GST Road,12.87090771,80.07665344,"North Indian, Chinese, Arabian, Beverages",1000,"Lunch, Cash, Takeaway Available, Debit Card, Dinner, Delivery, Credit Card, Free Parking, Table reservation required, Indoor Seating, Air Conditioned",4.2
Fromage,Cafe,Chennai,MRC Nagar,13.01716356,80.27070355,"Cafe, Italian, French, European",1000,"Dinner, Delivery, Credit Card, Lunch, Cash, Takeaway Available, Debit Card, Free Parking, Indoor Seating, Air Conditioned, Fullbar, Table booking recommended",4.5
Hoppipola,Bar,Chennai,"The Spring Hotel, Nungambakkam",13.0529352,80.24825044,"Continental, Mediterranean, American",1400,"Lunch, Cash, Credit Card, Dinner, Debit Card, Serves Alcohol, Table booking recommended, Digital Payments Accepted, Live Sports Screening, Fullbar, Indoor Seating, Restricted Entry, Air Conditioned, Smoking Area, Valet Parking Available",4.1
Ratna Cafe,Casual Dining,Chennai,Triplicane,13.0586293,80.27415689,South Indian,300,"Dinner, Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, Indoor Seating, Air Conditioned, Pure Veg",4.3
Chamiers Cafe,Cafe,Chennai,RA Puram,13.02795554,80.25021248,"Cafe, Italian, Continental, Salad, Juices",1000,"Lunch, Delivery, Credit Card, Breakfast, Dinner, Cash, Takeaway Available, Debit Card, Outdoor Seating, Air Conditioned, Pet Friendly, Indoor Seating, Wifi, All Day Breakfast",4.3
Eatza Pizza,Quick Bites,Chennai,Nungambakkam,13.06065882,80.24551257,"Pizza, Fast Food",500,"Dinner, Cash, Credit Card, Lunch, Delivery, Debit Card, Takeaway Available, Indoor Seating, Free Parking, Air Conditioned",3.7
Food @ Finger,Casual Dining,Chennai,Royapuram,13.10930709,80.29182494,"North Indian, Chinese, BBQ, North Eastern",700,"No Alcohol Available, Dinner, Delivery, Debit Card, Lunch, Cash, Takeaway Available, Credit Card, Free Parking, Table Reservation Not Required, Halal, Indoor Seating, Air Conditioned",3.8
Kabab Corner,Quick Bites,Chennai,Egmore,13.05990176,80.2542207,"Kebab, Rolls",450,"Delivery, Credit Card, Dinner, Cash, Takeaway Available, Debit Card, No Alcohol Available, Catering Available, Halal, Indoor Seating",4.5
The Marina,Casual Dining,Chennai,Nungambakkam,13.06711046,80.25213361,"Seafood, North Indian, Chinese",1600,"Delivery, Dinner, Takeaway Available, Cash, No Alcohol Available, Credit Card, Lunch, Debit Card, Indoor Seating, Table reservation required, Air Conditioned",4.5
Sangeetha Veg Restaurant,Casual Dining,Chennai,Velachery,12.9884295,80.21828916,"South Indian, North Indian, Chinese",650,"Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery, Credit Card, Indoor Seating, Air Conditioned, Serves Jain Food, Table reservation required, Catering Available, Pure Veg",4.1
Zaitoon,Casual Dining,Chennai,Nungambakkam,13.05990012,80.25216646,"North Indian, Arabian, Chinese",900,"Delivery, Debit Card, Lunch, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Cash, Halal, Free Parking, Indoor Seating, Table booking recommended, Card Upon Delivery, Catering Available, Valet Parking Available, Digital Payments Accepted, Air Conditioned",4
Murugan Idli Shop,Quick Bites,Chennai,T. Nagar,13.04232004,80.23539025,South Indian,300,"Takeaway Available, Lunch, Credit Card, No Alcohol Available, Cash, Breakfast, Debit Card, Delivery, Dinner, Catering Available, Indoor Seating, Pure Veg, Free Parking, Air Conditioned, Table booking not available, Digital Payments Accepted",4.3
Little Italy,Casual Dining,Chennai,Nungambakkam,13.06082768,80.24749573,"Italian, Mexican, Salad",1500,"Takeaway Available, Lunch, Dinner, Credit Card, Cash, Delivery, No Alcohol Available, Debit Card, Serves Jain Food, Brunch, Buffet, Table booking recommended, Indoor Seating, Air Conditioned, Pure Veg",4.1
Mezze,Casual Dining,Chennai,RA Puram,13.02480926,80.25345426,Middle Eastern,700,"Dinner, Takeaway Available, Debit Card, Lunch, Cash, Credit Card, Indoor Seating, Air Conditioned, Digital Payments Accepted",4.6
#Dilliwaala6,Casual Dining,Puducherry,White Town,11.93634141,79.83512621,"Street Food, Continental, North Indian, Chinese, Salad, Finger Food",800,"Dinner, Delivery, Breakfast, No Alcohol Available, Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Air Conditioned, Pure Veg, Vegan Options, Free Parking, Indoor Seating, Table booking recommended, Serves Jain Food, Outdoor Seating, Rooftop",4.2
Samco,Casual Dining,Chennai,Velachery,12.99293594,80.2187448,"Chinese, North Indian, Kerala, South Indian",800,"Lunch, Delivery, Credit Card, Debit Card, Dinner, Cash, Takeaway Available, Valet Parking Available, Table booking recommended, Air Conditioned, Indoor Seating, Digital Payments Accepted, All Day Breakfast, Buffet",4.2
